"","Id","Game_Id","Name","Gender","Age","Age_range","Playable","Sexualization","Species","Side","Relevance","Romantic_Interest","Title","Release","Series","Genre","Sub.genre","Developer","Publisher","Country","Platform","PEGI","Customizable_main","Protagonist","Protagonist_Non_Male","Relevant_males","Relevant_no_males","Percentage_non_male","Criteria","Director","Total_team","female_team","Team_percentage","Metacritic","Destructoid","IGN","GameSpot","Avg_Reviews","X","Sexualized_clothing","Trophy","Damsel.in.Distress","Sexualized.Cutscenes","Total"
"535","TN_Fox","TN","Fox","Non-binary","Unknown","Unknown",1,0,"Humanoid-Animal","P","PA","No","Tunic","Sep-22","","Action-adventure","Action-adventure","Andrew Shouldice","Finji","CAN","Multi",7,"Non-Binary",1,1,0,2,"100%","TR","M",3,0,"0%",8.5,9,9,9,8.9,NA,0,0,0,0,0
"536","TN_Heir","TN","Heir","Non-binary","Unknown","Unknown",0,0,"Humanoid-Animal","A","MA","No","Tunic","Sep-22","","Action-adventure","Action-adventure","Andrew Shouldice","Finji","CAN","Multi",7,"Non-Binary",1,1,0,2,"100%","TR","M",3,0,"0%",8.5,9,9,9,8.9,NA,0,0,0,0,0
"537","TSPUD_Narrator","TSPUD","Narrator","Male","Unknown","Unknown",0,0,"Unknown","A","MA","No","The Stanley Parable (Ultra Deluxe)","Apr-22","","Interactive Story","Interactive Story","Galactic Cafe","Galactic Cafe","GBR","Multi",7,"No",1,0,2,0,"0%","TR","M",4,1,"25%",9,10,9,8,9,NA,0,0,0,0,0
"538","TSPUD_Stanley","TSPUD","Stanley","Male","Adult","Adult",1,0,"Human","P","PA","No","The Stanley Parable (Ultra Deluxe)","Apr-22","","Interactive Story","Interactive Story","Galactic Cafe","Galactic Cafe","GBR","Multi",7,"No",1,0,2,0,"0%","TR","M",4,1,"25%",9,10,9,8,9,NA,0,0,0,0,0
"539","TSWP_Captain","TSWP","Captain","Male","Unknown","Unknown",0,0,"Human","A","SC","No","The Swapper","May-13","","Action","Puzzle-Platform","Facepalm Games","Facepalm Games","FIN","Computer",7,"No",1,1,2,4,"67%","TR","M",1,0,"0%",8.7,10,9.3,8,9,NA,0,0,0,0,0
"540","TSWP_Chalmers","TSWP","Chalmers","Female","Unknown","Unknown",0,0,"Human","P","MC","No","The Swapper","May-13","","Action","Puzzle-Platform","Facepalm Games","Facepalm Games","FIN","Computer",7,"No",1,1,2,4,"67%","TR","M",1,0,"0%",8.7,10,9.3,8,9,NA,0,0,0,0,0
"541","TSWP_Dennet","TSWP","Dennet","Female","Unknown","Unknown",0,0,"Human","P","MC","No","The Swapper","May-13","","Action","Puzzle-Platform","Facepalm Games","Facepalm Games","FIN","Computer",7,"No",1,1,2,4,"67%","TR","M",1,0,"0%",8.7,10,9.3,8,9,NA,0,0,0,0,0
"542","TSWP_Head","TSWP","Head Watcher","Non-binary","Unknown","Unknown",0,0,"Unknown","A","MA","No","The Swapper","May-13","","Action","Puzzle-Platform","Facepalm Games","Facepalm Games","FIN","Computer",7,"No",1,1,2,4,"67%","TR","M",1,0,"0%",8.7,10,9.3,8,9,NA,0,0,0,0,0
"543","TSWP_Marcus","TSWP","Marcus","Male","Unknown","Unknown",0,0,"Human","P","SC","No","The Swapper","May-13","","Action","Puzzle-Platform","Facepalm Games","Facepalm Games","FIN","Computer",7,"No",1,1,2,4,"67%","TR","M",1,0,"0%",8.7,10,9.3,8,9,NA,0,0,0,0,0
"544","TSWP_Swapper","TSWP","Swapper","Female","Unknown","Unknown",1,0,"Human","P","PA","No","The Swapper","May-13","","Action","Puzzle-Platform","Facepalm Games","Facepalm Games","FIN","Computer",7,"No",1,1,2,4,"67%","TR","M",1,0,"0%",8.7,10,9.3,8,9,NA,0,0,0,0,0
"545","TW3_Avallac'h","TW3","Avallac'h","Male","Adult","Adult",0,0,"Human","B","MC","No","The Witcher 3: Wild Hunt","May-15","The Witcher","RPG","Action RPG","CD Projeket Red","CD Projekt","POL","Multi",18,"No",1,0,13,6,"32%","SR","M",9,0,"0%",9,8,9.3,10,9.1,NA,0,0,0,0,0
"546","TW3_Baron","TW3","Baron Bloody","Male","Adult","Adult",0,0,"Human","B","SC","No","The Witcher 3: Wild Hunt","May-15","The Witcher","RPG","Action RPG","CD Projeket Red","CD Projekt","POL","Multi",18,"No",1,0,13,6,"32%","SR","M",9,0,"0%",9,8,9.3,10,9.1,NA,0,0,0,0,0
"547","TW3_Ciri","TW3","Ciri","Female","21","Young adult",0,2,"Human","P","DA","No","The Witcher 3: Wild Hunt","May-15","The Witcher","RPG","Action RPG","CD Projeket Red","CD Projekt","POL","Multi",18,"No",1,0,13,6,"32%","SR","M",9,0,"0%",9,8,9.3,10,9.1,NA,1,0,1,0,2
"548","TW3_Crones","TW3","Crones","Female","Unknown","Unknown",0,0,"Humanoid","A","SC","No","The Witcher 3: Wild Hunt","May-15","The Witcher","RPG","Action RPG","CD Projeket Red","CD Projekt","POL","Multi",18,"No",1,0,13,6,"32%","SR","M",9,0,"0%",9,8,9.3,10,9.1,NA,0,0,0,0,0
"549","TW3_Dandelion","TW3","Dandelion","Male","Adult","Adult",0,0,"Human","P","SC","No","The Witcher 3: Wild Hunt","May-15","The Witcher","RPG","Action RPG","CD Projeket Red","CD Projekt","POL","Multi",18,"No",1,0,13,6,"32%","SR","M",9,0,"0%",9,8,9.3,10,9.1,NA,0,0,0,0,0
"550","TW3_Emhyr","TW3","Emhyr","Male","Adult","Adult",0,0,"Human","A","SC","No","The Witcher 3: Wild Hunt","May-15","The Witcher","RPG","Action RPG","CD Projeket Red","CD Projekt","POL","Multi",18,"No",1,0,13,6,"32%","SR","M",9,0,"0%",9,8,9.3,10,9.1,NA,0,0,0,0,0
"551","TW3_Eredin","TW3","Eredin","Male","Unknown","Unknown",0,0,"Human","A","MA","No","The Witcher 3: Wild Hunt","May-15","The Witcher","RPG","Action RPG","CD Projeket Red","CD Projekt","POL","Multi",18,"No",1,0,13,6,"32%","SR","M",9,0,"0%",9,8,9.3,10,9.1,NA,0,0,0,0,0
"552","TW3_Geralt","TW3","Geralt","Male","Adult","Adult",1,2,"Human","P","PA","No","The Witcher 3: Wild Hunt","May-15","The Witcher","RPG","Action RPG","CD Projeket Red","CD Projekt","POL","Multi",18,"No",1,0,13,6,"32%","SR","M",9,0,"0%",9,8,9.3,10,9.1,NA,1,0,0,1,2
"553","TW3_Keira","TW3","Keira Metz","Female","Adult","Adult",0,2,"Human","P","SC","Opt","The Witcher 3: Wild Hunt","May-15","The Witcher","RPG","Action RPG","CD Projeket Red","CD Projekt","POL","Multi",18,"No",1,0,13,6,"32%","SR","M",9,0,"0%",9,8,9.3,10,9.1,NA,1,0,0,1,2
"554","TW3_Lambert","TW3","Lambert","Male","Adult","Adult",0,0,"Human","P","SC","No","The Witcher 3: Wild Hunt","May-15","The Witcher","RPG","Action RPG","CD Projeket Red","CD Projekt","POL","Multi",18,"No",1,0,13,6,"32%","SR","M",9,0,"0%",9,8,9.3,10,9.1,NA,0,0,0,0,0
"555","TW3_Regis","TW3","Regis","Male","Adult","Adult",0,0,"Human","P","SC","No","The Witcher 3: Wild Hunt","May-15","The Witcher","RPG","Action RPG","CD Projeket Red","CD Projekt","POL","Multi",18,"No",1,0,13,6,"32%","SR","M",9,0,"0%",9,8,9.3,10,9.1,NA,0,0,0,0,0
"556","TW3_Roach","TW3","Roach","Female","Unknown","Unknown",0,0,"Animal","P","SK","No","The Witcher 3: Wild Hunt","May-15","The Witcher","RPG","Action RPG","CD Projeket Red","CD Projekt","POL","Multi",18,"No",1,0,13,6,"32%","SR","M",9,0,"0%",9,8,9.3,10,9.1,NA,0,0,0,0,0
"557","TW3_Sigismund","TW3","Sigismund Dijkstra","Male","Adult","Adult",0,0,"Human","B","SC","No","The Witcher 3: Wild Hunt","May-15","The Witcher","RPG","Action RPG","CD Projeket Red","CD Projekt","POL","Multi",18,"No",1,0,13,6,"32%","SR","M",9,0,"0%",9,8,9.3,10,9.1,NA,0,0,0,0,0
"558","TW3_Triss","TW3","Triss ","Female","Adult","Adult",0,2,"Human","P","SC","Opt","The Witcher 3: Wild Hunt","May-15","The Witcher","RPG","Action RPG","CD Projeket Red","CD Projekt","POL","Multi",18,"No",1,0,13,6,"32%","SR","M",9,0,"0%",9,8,9.3,10,9.1,NA,1,0,0,1,2
"559","TW3_Vesemir","TW3","Vesemir","Male","Adult","Adult",0,0,"Human","B","SC","No","The Witcher 3: Wild Hunt","May-15","The Witcher","RPG","Action RPG","CD Projeket Red","CD Projekt","POL","Multi",18,"No",1,0,13,6,"32%","SR","M",9,0,"0%",9,8,9.3,10,9.1,NA,0,0,0,0,0
"560","TW3_Whoreson","TW3","Whoreson Junior","Male","Adult","Adult",0,0,"Human","A","SC","No","The Witcher 3: Wild Hunt","May-15","The Witcher","RPG","Action RPG","CD Projeket Red","CD Projekt","POL","Multi",18,"No",1,0,13,6,"32%","SR","M",9,0,"0%",9,8,9.3,10,9.1,NA,0,0,0,0,0
"561","TW3_WildHunt","TW3","WildHunt","Male","Adult","Adult",0,0,"Human","A","MA","No","The Witcher 3: Wild Hunt","May-15","The Witcher","RPG","Action RPG","CD Projeket Red","CD Projekt","POL","Multi",18,"No",1,0,13,6,"32%","SR","M",9,0,"0%",9,8,9.3,10,9.1,NA,0,0,0,0,0
"562","TW3_Yennefer","TW3","Yennefer","Female","Adult","Adult",0,2,"Human","P","MC","Yes","The Witcher 3: Wild Hunt","May-15","The Witcher","RPG","Action RPG","CD Projeket Red","CD Projekt","POL","Multi",18,"No",1,0,13,6,"32%","SR","M",9,0,"0%",9,8,9.3,10,9.1,NA,1,0,0,1,2
"563","TW3_Zoltan","TW3","Zoltan","Male","Adult","Adult",0,0,"Human","P","SC","No","The Witcher 3: Wild Hunt","May-15","The Witcher","RPG","Action RPG","CD Projeket Red","CD Projekt","POL","Multi",18,"No",1,0,13,6,"32%","SR","M",9,0,"0%",9,8,9.3,10,9.1,NA,0,0,0,0,0
"564","TWD_Andrew","TWD","Andrew","Male","Adult","Adult",0,0,"Human","A","SC","No","The Walking Dead","Apr-12","The Walking Dead","Adventure","Episodic adventure","Telltale Games","Telltale Games","USA","Multi",18,"No",1,0,14,9,"39%","SR","M",16,0,"0%",8.5,8.6,9.3,8.5,8.7,NA,0,0,0,0,0
"565","TWD_Ben","TWD","Ben","Male","18","Young adult",0,0,"Human","P","MC","No","The Walking Dead","Apr-12","The Walking Dead","Adventure","Episodic adventure","Telltale Games","Telltale Games","USA","Multi",18,"No",1,0,14,9,"39%","SR","M",16,0,"0%",8.5,8.6,9.3,8.5,8.7,NA,0,0,0,0,0
"566","TWD_Brenda","TWD","Brenda","Female","Adult","Adult",0,0,"Human","A","SC","No","The Walking Dead","Apr-12","The Walking Dead","Adventure","Episodic adventure","Telltale Games","Telltale Games","USA","Multi",18,"No",1,0,14,9,"39%","SR","M",16,0,"0%",8.5,8.6,9.3,8.5,8.7,NA,0,0,0,0,0
"567","TWD_Brie","TWD","Brie","Female","Adult","Adult",0,0,"Human","P","SC","No","The Walking Dead","Apr-12","The Walking Dead","Adventure","Episodic adventure","Telltale Games","Telltale Games","USA","Multi",18,"No",1,0,14,9,"39%","SR","M",16,0,"0%",8.5,8.6,9.3,8.5,8.7,NA,0,0,0,0,0
"568","TWD_Campman","TWD","Campman","Male","Adult","Adult",0,0,"Human","A","MA","No","The Walking Dead","Apr-12","The Walking Dead","Adventure","Episodic adventure","Telltale Games","Telltale Games","USA","Multi",18,"No",1,0,14,9,"39%","SR","M",16,0,"0%",8.5,8.6,9.3,8.5,8.7,NA,0,0,0,0,0
"569","TWD_Carley","TWD","Carley","Female","Adult","Adult",0,0,"Human","P","SC","No","The Walking Dead","Apr-12","The Walking Dead","Adventure","Episodic adventure","Telltale Games","Telltale Games","USA","Multi",18,"No",1,0,14,9,"39%","SR","M",16,0,"0%",8.5,8.6,9.3,8.5,8.7,NA,0,0,0,0,0
"570","TWD_Christa","TWD","Christa","Female","Adult","Adult",0,0,"Human","P","SC","No","The Walking Dead","Apr-12","The Walking Dead","Adventure","Episodic adventure","Telltale Games","Telltale Games","USA","Multi",18,"No",1,0,14,9,"39%","SR","M",16,0,"0%",8.5,8.6,9.3,8.5,8.7,NA,0,0,0,0,0
"571","TWD_Chuck","TWD","Chuck","Male","Middle-aged","Middle-aged",0,0,"Human","P","SC","No","The Walking Dead","Apr-12","The Walking Dead","Adventure","Episodic adventure","Telltale Games","Telltale Games","USA","Multi",18,"No",1,0,14,9,"39%","SR","M",16,0,"0%",8.5,8.6,9.3,8.5,8.7,NA,0,0,0,0,0
"572","TWD_Clementine","TWD","Clementine","Female","8","Child",0,0,"Human","P","DA","No","The Walking Dead","Apr-12","The Walking Dead","Adventure","Episodic adventure","Telltale Games","Telltale Games","USA","Multi",18,"No",1,0,14,9,"39%","SR","M",16,0,"0%",8.5,8.6,9.3,8.5,8.7,NA,0,0,0,0,0
"573","TWD_Danny","TWD","Danny","Male","Adult","Adult",0,0,"Human","A","SC","No","The Walking Dead","Apr-12","The Walking Dead","Adventure","Episodic adventure","Telltale Games","Telltale Games","USA","Multi",18,"No",1,0,14,9,"39%","SR","M",16,0,"0%",8.5,8.6,9.3,8.5,8.7,NA,0,0,0,0,0
"574","TWD_Duck","TWD","Duck","Male","10","Child",0,0,"Human","P","SC","No","The Walking Dead","Apr-12","The Walking Dead","Adventure","Episodic adventure","Telltale Games","Telltale Games","USA","Multi",18,"No",1,0,14,9,"39%","SR","M",16,0,"0%",8.5,8.6,9.3,8.5,8.7,NA,0,0,0,0,0
"575","TWD_Glenn","TWD","Glenn","Male","22","Young adult",0,0,"Human","P","SC","No","The Walking Dead","Apr-12","The Walking Dead","Adventure","Episodic adventure","Telltale Games","Telltale Games","USA","Multi",18,"No",1,0,14,9,"39%","SR","M",16,0,"0%",8.5,8.6,9.3,8.5,8.7,NA,0,0,0,0,0
"576","TWD_Hershel","TWD","Hershel Greene","Male","49","Middle-aged",0,0,"Human","B","SC","No","The Walking Dead","Apr-12","The Walking Dead","Adventure","Episodic adventure","Telltale Games","Telltale Games","USA","Multi",18,"No",1,0,14,9,"39%","SR","M",16,0,"0%",8.5,8.6,9.3,8.5,8.7,NA,0,0,0,0,0
"577","TWD_Jolene","TWD","Jolene","Female","Adult","Adult",0,0,"Human","B","SC","No","The Walking Dead","Apr-12","The Walking Dead","Adventure","Episodic adventure","Telltale Games","Telltale Games","USA","Multi",18,"No",1,0,14,9,"39%","SR","M",16,0,"0%",8.5,8.6,9.3,8.5,8.7,NA,0,0,0,0,0
"578","TWD_Katja","TWD","Katja","Female","Middle-aged","Middle-aged",0,0,"Human","P","SC","No","The Walking Dead","Apr-12","The Walking Dead","Adventure","Episodic adventure","Telltale Games","Telltale Games","USA","Multi",18,"No",1,0,14,9,"39%","SR","M",16,0,"0%",8.5,8.6,9.3,8.5,8.7,NA,0,0,0,0,0
"579","TWD_Kenny","TWD","Kenny","Male","Middle-aged","Middle-aged",0,0,"Human","P","MC","No","The Walking Dead","Apr-12","The Walking Dead","Adventure","Episodic adventure","Telltale Games","Telltale Games","USA","Multi",18,"No",1,0,14,9,"39%","SR","M",16,0,"0%",8.5,8.6,9.3,8.5,8.7,NA,0,0,0,0,0
"580","TWD_Larry","TWD","Larry","Male","Elderly","Elderly",0,0,"Human","B","SC","No","The Walking Dead","Apr-12","The Walking Dead","Adventure","Episodic adventure","Telltale Games","Telltale Games","USA","Multi",18,"No",1,0,14,9,"39%","SR","M",16,0,"0%",8.5,8.6,9.3,8.5,8.7,NA,0,0,0,0,0
"581","TWD_Lee","TWD","Lee Everett","Male","Adult","Adult",1,0,"Human","P","PA","No","The Walking Dead","Apr-12","The Walking Dead","Adventure","Episodic adventure","Telltale Games","Telltale Games","USA","Multi",18,"No",1,0,14,9,"39%","SR","M",16,0,"0%",8.5,8.6,9.3,8.5,8.7,NA,0,0,0,0,0
"582","TWD_Lilly","TWD","Lilly","Female","Adult","Adult",0,0,"Human","B","MC","No","The Walking Dead","Apr-12","The Walking Dead","Adventure","Episodic adventure","Telltale Games","Telltale Games","USA","Multi",18,"No",1,0,14,9,"39%","SR","M",16,0,"0%",8.5,8.6,9.3,8.5,8.7,NA,0,0,0,0,0
"583","TWD_Mark","TWD","Mark","Male","Adult","Adult",0,0,"Human","P","SC","No","The Walking Dead","Apr-12","The Walking Dead","Adventure","Episodic adventure","Telltale Games","Telltale Games","USA","Multi",18,"No",1,0,14,9,"39%","SR","M",16,0,"0%",8.5,8.6,9.3,8.5,8.7,NA,0,0,0,0,0
"584","TWD_Molly","TWD","Molly","Female","Young adult","Young adult",0,0,"Human","P","SC","No","The Walking Dead","Apr-12","The Walking Dead","Adventure","Episodic adventure","Telltale Games","Telltale Games","USA","Multi",18,"No",1,0,14,9,"39%","SR","M",16,0,"0%",8.5,8.6,9.3,8.5,8.7,NA,0,0,0,0,0
"585","TWD_Omid","TWD","Omid","Male","Adult","Adult",0,0,"Human","P","SC","No","The Walking Dead","Apr-12","The Walking Dead","Adventure","Episodic adventure","Telltale Games","Telltale Games","USA","Multi",18,"No",1,0,14,9,"39%","SR","M",16,0,"0%",8.5,8.6,9.3,8.5,8.7,NA,0,0,0,0,0
"586","TWD_Vernon","TWD","Vernon","Male","Elderly","Elderly",0,0,"Human","P","SC","No","The Walking Dead","Apr-12","The Walking Dead","Adventure","Episodic adventure","Telltale Games","Telltale Games","USA","Multi",18,"No",1,0,14,9,"39%","SR","M",16,0,"0%",8.5,8.6,9.3,8.5,8.7,NA,0,0,0,0,0
"587","UC4_Elena","UC4","Elena","Female","Adult","Adult",0,0,"Human","P","SC","Yes","Uncharted 4: A Thief's End","May-16","Uncharted","Action-adventure","Action-adventure","Naughty Dog","Sony Computer Entertainment","USA","Multi",16,"No",1,0,4,2,"33%","TR","M",15,1,"7%",9.3,9.5,9,10,9.5,NA,0,0,0,0,0
"588","UC4_Nadine","UC4","Nadine","Female","Adult","Adult",0,0,"Human","A","MC","No","Uncharted 4: A Thief's End","May-16","Uncharted","Action-adventure","Action-adventure","Naughty Dog","Sony Computer Entertainment","USA","Multi",16,"No",1,0,4,2,"33%","TR","M",15,1,"7%",9.3,9.5,9,10,9.5,NA,0,0,0,0,0
"589","UC4_Nate","UC4","Nate","Male","38","Adult",1,0,"Human","P","PA","No","Uncharted 4: A Thief's End","May-16","Uncharted","Action-adventure","Action-adventure","Naughty Dog","Sony Computer Entertainment","USA","Multi",16,"No",1,0,4,2,"33%","TR","M",15,1,"7%",9.3,9.5,9,10,9.5,NA,0,0,0,0,0
"590","UC4_Rafe","UC4","Rafe Adler","Male","Adult","Adult",0,0,"Human","A","MA","No","Uncharted 4: A Thief's End","May-16","Uncharted","Action-adventure","Action-adventure","Naughty Dog","Sony Computer Entertainment","USA","Multi",16,"No",1,0,4,2,"33%","TR","M",15,1,"7%",9.3,9.5,9,10,9.5,NA,0,0,0,0,0
"591","UC4_Sam","UC4","Sam","Male","Adult","Adult",0,0,"Human","P","SK","No","Uncharted 4: A Thief's End","May-16","Uncharted","Action-adventure","Action-adventure","Naughty Dog","Sony Computer Entertainment","USA","Multi",16,"No",1,0,4,2,"33%","TR","M",15,1,"7%",9.3,9.5,9,10,9.5,NA,0,0,0,0,0
"592","UC4_Sully","UC4","Sully","Male","65","Elderly",0,0,"Human","P","MC","No","Uncharted 4: A Thief's End","May-16","Uncharted","Action-adventure","Action-adventure","Naughty Dog","Sony Computer Entertainment","USA","Multi",16,"No",1,0,4,2,"33%","TR","M",15,1,"7%",9.3,9.5,9,10,9.5,NA,0,0,0,0,0
"593","UT_Asgore","UT","Asgore Dreemurr","Male","Adult","Adult",0,0,"Humanoid","A","MC","No","Undertale","Sep-15","","RPG","RPG","Toby Fox","Toby Fox","USA","Multi",12,"Non-Binary",1,1,6,5,"45%","TR","M",2,1,"50%",9.2,10,10,9,9.6,NA,0,0,0,0,0
"594","UT_Asriel","UT","Asriel","Male","Child","Child",0,0,"Humanoid","B","MC","No","Undertale","Sep-15","","RPG","RPG","Toby Fox","Toby Fox","USA","Multi",12,"Non-Binary",1,1,6,5,"45%","TR","M",2,1,"50%",9.2,10,10,9,9.6,NA,0,0,0,0,0
"595","UT_Chara","UT","Chara","Non-binary","Adult","Adult",0,0,"Human","P","SC","No","Undertale","Sep-15","","RPG","RPG","Toby Fox","Toby Fox","USA","Multi",12,"Non-Binary",1,1,6,5,"45%","TR","M",2,1,"50%",9.2,10,10,9,9.6,NA,0,0,0,0,0
"596","UT_Dr.Alphys","UT","Dr.Alphys","Female","Adult","Adult",0,0,"Humanoid","P","MC","No","Undertale","Sep-15","","RPG","RPG","Toby Fox","Toby Fox","USA","Multi",12,"Non-Binary",1,1,6,5,"45%","TR","M",2,1,"50%",9.2,10,10,9,9.6,NA,0,0,0,0,0
"597","UT_Flowey","UT","Flowey","Male","Unknown","Unknown",0,0,"Animated Plant","B","MC","No","Undertale","Sep-15","","RPG","RPG","Toby Fox","Toby Fox","USA","Multi",12,"Non-Binary",1,1,6,5,"45%","TR","M",2,1,"50%",9.2,10,10,9,9.6,NA,0,0,0,0,0
"598","UT_Frisk","UT","Frisk","Non-binary","Teenager","Teenager",1,0,"Human","P","PA","No","Undertale","Sep-15","","RPG","RPG","Toby Fox","Toby Fox","USA","Multi",12,"Non-Binary",1,1,6,5,"45%","TR","M",2,1,"50%",9.2,10,10,9,9.6,NA,0,0,0,0,0
"599","UT_Mettaton","UT","Mettaton","Male","Unknown","Unknown",0,0,"Humanoid","B","MC","No","Undertale","Sep-15","","RPG","RPG","Toby Fox","Toby Fox","USA","Multi",12,"Non-Binary",1,1,6,5,"45%","TR","M",2,1,"50%",9.2,10,10,9,9.6,NA,0,0,0,0,0
"600","UT_Papyrus","UT","Papyrus","Male","Adult","Adult",0,0,"Humanoid","P","MC","No","Undertale","Sep-15","","RPG","RPG","Toby Fox","Toby Fox","USA","Multi",12,"Non-Binary",1,1,6,5,"45%","TR","M",2,1,"50%",9.2,10,10,9,9.6,NA,0,0,0,0,0
"601","UT_Sans","UT","Sans","Male","Unknown","Unknown",0,0,"Humanoid","P","MC","No","Undertale","Sep-15","","RPG","RPG","Toby Fox","Toby Fox","USA","Multi",12,"Non-Binary",1,1,6,5,"45%","TR","M",2,1,"50%",9.2,10,10,9,9.6,NA,0,0,0,0,0
"602","UT_Toriel","UT","Toriel","Female","Adult","Adult",0,0,"Humanoid","P","MC","No","Undertale","Sep-15","","RPG","RPG","Toby Fox","Toby Fox","USA","Multi",12,"Non-Binary",1,1,6,5,"45%","TR","M",2,1,"50%",9.2,10,10,9,9.6,NA,0,0,0,0,0
"603","UT_Undyne","UT","Undyne","Female","Adult","Adult",0,0,"Humanoid","B","MC","No","Undertale","Sep-15","","RPG","RPG","Toby Fox","Toby Fox","USA","Multi",12,"Non-Binary",1,1,6,5,"45%","TR","M",2,1,"50%",9.2,10,10,9,9.6,NA,0,0,0,0,0
"604","WROEF_Barbara","WROEF","Barbara","Female","16","Teenager",0,0,"Human","P","MC","No","What Remains of Edith Finch","Apr-17","","Adventure","Adventure","Giant Sparrow","Annapurna Interactive","USA","Multi",16,"No",1,1,11,6,"35%","TR","M",6,0,"0%",8.9,9,8.8,9,8.9,NA,0,0,0,0,0
"605","WROEF_Calvin","WROEF","Calvin","Male","11","Child",0,0,"Human","P","MC","No","What Remains of Edith Finch","Apr-17","","Adventure","Adventure","Giant Sparrow","Annapurna Interactive","USA","Multi",16,"No",1,1,11,6,"35%","TR","M",6,0,"0%",8.9,9,8.8,9,8.9,NA,0,0,0,0,0
"606","WROEF_Christopher","WROEF","Christopher","Male","Child","Child",0,0,"Human","P","SC","No","What Remains of Edith Finch","Apr-17","","Adventure","Adventure","Giant Sparrow","Annapurna Interactive","USA","Multi",16,"No",1,1,11,6,"35%","TR","M",6,0,"0%",8.9,9,8.8,9,8.9,NA,0,0,0,0,0
"607","WROEF_Dawn","WROEF","Dawn","Female","48","Middle-aged",0,0,"Human","P","MC","No","What Remains of Edith Finch","Apr-17","","Adventure","Adventure","Giant Sparrow","Annapurna Interactive","USA","Multi",16,"No",1,1,11,6,"35%","TR","M",6,0,"0%",8.9,9,8.8,9,8.9,NA,0,0,0,0,0
"608","WROEF_Edie","WROEF","Edie","Female","93","Elderly",0,0,"Human","P","MC","No","What Remains of Edith Finch","Apr-17","","Adventure","Adventure","Giant Sparrow","Annapurna Interactive","USA","Multi",16,"No",1,1,11,6,"35%","TR","M",6,0,"0%",8.9,9,8.8,9,8.9,NA,0,0,0,0,0
"609","WROEF_Edith","WROEF","Edith","Female","17","Teenager",1,0,"Human","P","PA","No","What Remains of Edith Finch","Apr-17","","Adventure","Adventure","Giant Sparrow","Annapurna Interactive","USA","Multi",16,"No",1,1,11,6,"35%","TR","M",6,0,"0%",8.9,9,8.8,9,8.9,NA,0,0,0,0,0
"610","WROEF_Gregory","WROEF","Gregory","Male","22","Young adult",0,0,"Human","P","MC","No","What Remains of Edith Finch","Apr-17","","Adventure","Adventure","Giant Sparrow","Annapurna Interactive","USA","Multi",16,"No",1,1,11,6,"35%","TR","M",6,0,"0%",8.9,9,8.8,9,8.9,NA,0,0,0,0,0
"611","WROEF_Gus","WROEF","Gus","Male","13","Child",0,0,"Human","P","MC","No","What Remains of Edith Finch","Apr-17","","Adventure","Adventure","Giant Sparrow","Annapurna Interactive","USA","Multi",16,"No",1,1,11,6,"35%","TR","M",6,0,"0%",8.9,9,8.8,9,8.9,NA,0,0,0,0,0
"612","WROEF_Kay","WROEF","Kay","Female","Middle-aged","Middle-aged",0,0,"Human","P","SC","No","What Remains of Edith Finch","Apr-17","","Adventure","Adventure","Giant Sparrow","Annapurna Interactive","USA","Multi",16,"No",1,1,11,6,"35%","TR","M",6,0,"0%",8.9,9,8.8,9,8.9,NA,0,0,0,0,0
"613","WROEF_Lewis","WROEF","Lewis","Male","22","Young adult",0,0,"Human","P","MC","No","What Remains of Edith Finch","Apr-17","","Adventure","Adventure","Giant Sparrow","Annapurna Interactive","USA","Multi",16,"No",1,1,11,6,"35%","TR","M",6,0,"0%",8.9,9,8.8,9,8.9,NA,0,0,0,0,0
"614","WROEF_Milton","WROEF","Milton","Male","11","Child",0,0,"Human","P","MC","No","What Remains of Edith Finch","Apr-17","","Adventure","Adventure","Giant Sparrow","Annapurna Interactive","USA","Multi",16,"No",1,1,11,6,"35%","TR","M",6,0,"0%",8.9,9,8.8,9,8.9,NA,0,0,0,0,0
"615","WROEF_Molly","WROEF","Molly","Female","10","Child",0,0,"Human","P","MC","No","What Remains of Edith Finch","Apr-17","","Adventure","Adventure","Giant Sparrow","Annapurna Interactive","USA","Multi",16,"No",1,1,11,6,"35%","TR","M",6,0,"0%",8.9,9,8.8,9,8.9,NA,0,0,0,0,0
"616","WROEF_Odin","WROEF","Odin","Male","Unknown","Unknown",0,0,"Human","P","SC","No","What Remains of Edith Finch","Apr-17","","Adventure","Adventure","Giant Sparrow","Annapurna Interactive","USA","Multi",16,"No",1,1,11,6,"35%","TR","M",6,0,"0%",8.9,9,8.8,9,8.9,NA,0,0,0,0,0
"617","WROEF_Sam","WROEF","Sam","Male","33","Adult",0,0,"Human","P","MC","No","What Remains of Edith Finch","Apr-17","","Adventure","Adventure","Giant Sparrow","Annapurna Interactive","USA","Multi",16,"No",1,1,11,6,"35%","TR","M",6,0,"0%",8.9,9,8.8,9,8.9,NA,0,0,0,0,0
"618","WROEF_Sanjay","WROEF","Sanjay","Male","36","Adult",0,0,"Human","P","SC","No","What Remains of Edith Finch","Apr-17","","Adventure","Adventure","Giant Sparrow","Annapurna Interactive","USA","Multi",16,"No",1,1,11,6,"35%","TR","M",6,0,"0%",8.9,9,8.8,9,8.9,NA,0,0,0,0,0
