"","Id","Game_Id","Name","Gender","Age","Age_range","Playable","Sexualization","Species","Side","Relevance","Romantic_Interest","Title","Release","Series","Genre","Sub.genre","Developer","Publisher","Country","Platform","PEGI","Customizable_main","Protagonist","Protagonist_Non_Male","Relevant_males","Relevant_no_males","Percentage_non_male","Criteria","Director","Total_team","female_team","Team_percentage","Metacritic","Destructoid","IGN","GameSpot","Avg_Reviews","X","Sexualized_clothing","Trophy","Damsel.in.Distress","Sexualized.Cutscenes","Total"
"453","RDR2_Charles","RDR2","Charles Smith","Male","27","Adult",0,0,"Human","P","MC","No","Red Dead Redemption 2","Dec-18","Red Dead","Action-adventure","Action-adventure","Rockstar Studios","Rockstar Games","USA","Multi",18,"No",1,0,17,7,"29%","SR","M",7,0,"0%",9.7,9.5,10,9,9.6,NA,0,0,0,0,0
"454","RDR2_Cornwall","RDR2","Cornwall","Male","Middle-aged","Middle-aged",0,0,"Human","A","MA","No","Red Dead Redemption 2","Dec-18","Red Dead","Action-adventure","Action-adventure","Rockstar Studios","Rockstar Games","USA","Multi",18,"No",1,0,17,7,"29%","SR","M",7,0,"0%",9.7,9.5,10,9,9.6,NA,0,0,0,0,0
"455","RDR2_Hosea","RDR2","Hosea Matthews","Male","55","Middle-aged",0,0,"Human","P","MC","No","Red Dead Redemption 2","Dec-18","Red Dead","Action-adventure","Action-adventure","Rockstar Studios","Rockstar Games","USA","Multi",18,"No",1,0,17,7,"29%","SR","M",7,0,"0%",9.7,9.5,10,9,9.6,NA,0,0,0,0,0
"456","RDR2_Jack","RDR2","Jack Marston","Male","4","Infant",0,0,"Human","P","SC","No","Red Dead Redemption 2","Dec-18","Red Dead","Action-adventure","Action-adventure","Rockstar Studios","Rockstar Games","USA","Multi",18,"No",1,0,17,7,"29%","SR","M",7,0,"0%",9.7,9.5,10,9,9.6,NA,0,0,0,0,0
"457","RDR2_Javier","RDR2","Javier Escuella","Male","42","Middle-aged",0,0,"Human","P","SC","No","Red Dead Redemption 2","Dec-18","Red Dead","Action-adventure","Action-adventure","Rockstar Studios","Rockstar Games","USA","Multi",18,"No",1,0,17,7,"29%","SR","M",7,0,"0%",9.7,9.5,10,9,9.6,NA,0,0,0,0,0
"458","RDR2_John","RDR2","John Marston","Male","26","Adult",0,0,"Human","P","MC","No","Red Dead Redemption 2","Dec-18","Red Dead","Action-adventure","Action-adventure","Rockstar Studios","Rockstar Games","USA","Multi",18,"No",1,0,17,7,"29%","SR","M",7,0,"0%",9.7,9.5,10,9,9.6,NA,0,0,0,0,0
"459","RDR2_Josiah","RDR2","Josiah Trelawney","Male","Adult","Adult",0,0,"Human","P","SC","No","Red Dead Redemption 2","Dec-18","Red Dead","Action-adventure","Action-adventure","Rockstar Studios","Rockstar Games","USA","Multi",18,"No",1,0,17,7,"29%","SR","M",7,0,"0%",9.7,9.5,10,9,9.6,NA,0,0,0,0,0
"460","RDR2_Karen","RDR2","Karen Jons","Female","25","Adult",0,0,"Human","P","SC","No","Red Dead Redemption 2","Dec-18","Red Dead","Action-adventure","Action-adventure","Rockstar Studios","Rockstar Games","USA","Multi",18,"No",1,0,17,7,"29%","SR","M",7,0,"0%",9.7,9.5,10,9,9.6,NA,0,0,0,0,0
"461","RDR2_Kieran","RDR2","Kieran Duffy","Male","37","Adult",0,0,"Human","P","SC","No","Red Dead Redemption 2","Dec-18","Red Dead","Action-adventure","Action-adventure","Rockstar Studios","Rockstar Games","USA","Multi",18,"No",1,0,17,7,"29%","SR","M",7,0,"0%",9.7,9.5,10,9,9.6,NA,0,0,0,0,0
"462","RDR2_Lenny","RDR2","Lenny Summers","Male","19","Young adult",0,0,"Human","P","SC","No","Red Dead Redemption 2","Dec-18","Red Dead","Action-adventure","Action-adventure","Rockstar Studios","Rockstar Games","USA","Multi",18,"No",1,0,17,7,"29%","SR","M",7,0,"0%",9.7,9.5,10,9,9.6,NA,0,0,0,0,0
"463","RDR2_Leopold","RDR2","Leopold Strauss","Male","53","Middle-aged",0,0,"Human","P","SC","No","Red Dead Redemption 2","Dec-18","Red Dead","Action-adventure","Action-adventure","Rockstar Studios","Rockstar Games","USA","Multi",18,"No",1,0,17,7,"29%","SR","M",7,0,"0%",9.7,9.5,10,9,9.6,NA,0,0,0,0,0
"464","RDR2_Mary-Beth","RDR2","Mary-Beth Gaskill","Female","22","Young adult",0,0,"Human","P","SC","No","Red Dead Redemption 2","Dec-18","Red Dead","Action-adventure","Action-adventure","Rockstar Studios","Rockstar Games","USA","Multi",18,"No",1,0,17,7,"29%","SR","M",7,0,"0%",9.7,9.5,10,9,9.6,NA,0,0,0,0,0
"465","RDR2_Micah","RDR2","Micah Bell","Male","39","Adult",0,0,"Human","B","MC","No","Red Dead Redemption 2","Dec-18","Red Dead","Action-adventure","Action-adventure","Rockstar Studios","Rockstar Games","USA","Multi",18,"No",1,0,17,7,"29%","SR","M",7,0,"0%",9.7,9.5,10,9,9.6,NA,0,0,0,0,0
"466","RDR2_Molly","RDR2","Molly O'Shea","Female","Young adult","Young adult",0,0,"Human","P","SC","No","Red Dead Redemption 2","Dec-18","Red Dead","Action-adventure","Action-adventure","Rockstar Studios","Rockstar Games","USA","Multi",18,"No",1,0,17,7,"29%","SR","M",7,0,"0%",9.7,9.5,10,9,9.6,NA,0,0,0,0,0
"467","RDR2_Mr.Pearson","RDR2","Mr.Pearson","Male","Middle-aged","Middle-aged",0,0,"Human","P","SC","No","Red Dead Redemption 2","Dec-18","Red Dead","Action-adventure","Action-adventure","Rockstar Studios","Rockstar Games","USA","Multi",18,"No",1,0,17,7,"29%","SR","M",7,0,"0%",9.7,9.5,10,9,9.6,NA,0,0,0,0,0
"468","RDR2_Sadie","RDR2","Sadie Adler","Female","Adult","Adult",0,0,"Human","P","SC","No","Red Dead Redemption 2","Dec-18","Red Dead","Action-adventure","Action-adventure","Rockstar Studios","Rockstar Games","USA","Multi",18,"No",1,0,17,7,"29%","SR","M",7,0,"0%",9.7,9.5,10,9,9.6,NA,0,0,0,0,0
"469","RDR2_Sean","RDR2","Sean McGuire","Male","Young adult","Young adult",0,0,"Human","P","SC","No","Red Dead Redemption 2","Dec-18","Red Dead","Action-adventure","Action-adventure","Rockstar Studios","Rockstar Games","USA","Multi",18,"No",1,0,17,7,"29%","SR","M",7,0,"0%",9.7,9.5,10,9,9.6,NA,0,0,0,0,0
"470","RDR2_Susan","RDR2","Susan Grimshaw","Female","54","Middle-aged",0,0,"Human","P","SC","No","Red Dead Redemption 2","Dec-18","Red Dead","Action-adventure","Action-adventure","Rockstar Studios","Rockstar Games","USA","Multi",18,"No",1,0,17,7,"29%","SR","M",7,0,"0%",9.7,9.5,10,9,9.6,NA,0,0,0,0,0
"471","RDR2_Swanson","RDR2","Swanson Reverend","Male","46","Middle-aged",0,0,"Human","P","SC","No","Red Dead Redemption 2","Dec-18","Red Dead","Action-adventure","Action-adventure","Rockstar Studios","Rockstar Games","USA","Multi",18,"No",1,0,17,7,"29%","SR","M",7,0,"0%",9.7,9.5,10,9,9.6,NA,0,0,0,0,0
"472","RDR2_Tilly","RDR2","Tilly Jackson","Female","Young adult","Young adult",0,0,"Human","P","SC","No","Red Dead Redemption 2","Dec-18","Red Dead","Action-adventure","Action-adventure","Rockstar Studios","Rockstar Games","USA","Multi",18,"No",1,0,17,7,"29%","SR","M",7,0,"0%",9.7,9.5,10,9,9.6,NA,0,0,0,0,0
"473","RDR2_Uncle","RDR2","Uncle","Male","61","Middle-aged",0,0,"Human","P","SC","No","Red Dead Redemption 2","Dec-18","Red Dead","Action-adventure","Action-adventure","Rockstar Studios","Rockstar Games","USA","Multi",18,"No",1,0,17,7,"29%","SR","M",7,0,"0%",9.7,9.5,10,9,9.6,NA,0,0,0,0,0
"474","SK_Black","SK","Black Knight","Male","Adult","Adult",0,0,"Human","A","MC","No","Shovel Knight: Shovel of Hope","Jun-14","","Action","Platform","Yacht Club Games","Yacht Club Games","USA","Multi",7,"No",1,0,10,2,"17%","TR","M",9,1,"11%",8.8,9,9,8,8.7,NA,0,0,0,0,0
"475","SK_Enchantress","SK","Enchantress","Female","Adult","Adult",0,0,"Humanoid","A","MA","No","Shovel Knight: Shovel of Hope","Jun-14","","Action","Platform","Yacht Club Games","Yacht Club Games","USA","Multi",7,"No",1,0,10,2,"17%","TR","M",9,1,"11%",8.8,9,9,8,8.7,NA,0,0,0,0,0
"476","SK_King","SK","King Knight","Male","Adult","Adult",0,0,"Human","A","SC","No","Shovel Knight: Shovel of Hope","Jun-14","","Action","Platform","Yacht Club Games","Yacht Club Games","USA","Multi",7,"No",1,0,10,2,"17%","TR","M",9,1,"11%",8.8,9,9,8,8.7,NA,0,0,0,0,0
"477","SK_Mole","SK","Mole Knight","Male","Adult","Adult",0,0,"Human","A","SC","No","Shovel Knight: Shovel of Hope","Jun-14","","Action","Platform","Yacht Club Games","Yacht Club Games","USA","Multi",7,"No",1,0,10,2,"17%","TR","M",9,1,"11%",8.8,9,9,8,8.7,NA,0,0,0,0,0
"478","SK_Plague","SK","Plague Knight","Male","Adult","Adult",0,0,"Humanoid","A","SC","No","Shovel Knight: Shovel of Hope","Jun-14","","Action","Platform","Yacht Club Games","Yacht Club Games","USA","Multi",7,"No",1,0,10,2,"17%","TR","M",9,1,"11%",8.8,9,9,8,8.7,NA,0,0,0,0,0
"479","SK_Polar","SK","Polar Knight","Male","Adult","Adult",0,0,"Human","A","SC","No","Shovel Knight: Shovel of Hope","Jun-14","","Action","Platform","Yacht Club Games","Yacht Club Games","USA","Multi",7,"No",1,0,10,2,"17%","TR","M",9,1,"11%",8.8,9,9,8,8.7,NA,0,0,0,0,0
"480","SK_Propeller","SK","Propeller Knight","Male","Adult","Adult",0,0,"Human","A","SC","No","Shovel Knight: Shovel of Hope","Jun-14","","Action","Platform","Yacht Club Games","Yacht Club Games","USA","Multi",7,"No",1,0,10,2,"17%","TR","M",9,1,"11%",8.8,9,9,8,8.7,NA,0,0,0,0,0
"481","SK_Shield","SK","Shield Knight","Female","Adult","Adult",0,1,"Human","P","MC","Yes","Shovel Knight: Shovel of Hope","Jun-14","","Action","Platform","Yacht Club Games","Yacht Club Games","USA","Multi",7,"No",1,0,10,2,"17%","TR","M",9,1,"11%",8.8,9,9,8,8.7,NA,0,0,1,0,1
"482","SK_Shovel","SK","Shovel Knight","Male","Adult","Adult",1,0,"Human","P","PA","No","Shovel Knight: Shovel of Hope","Jun-14","","Action","Platform","Yacht Club Games","Yacht Club Games","USA","Multi",7,"No",1,0,10,2,"17%","TR","M",9,1,"11%",8.8,9,9,8,8.7,NA,0,0,0,0,0
"483","SK_Specter","SK","Specter Knight","Male","Adult","Adult",0,0,"Human","A","SC","No","Shovel Knight: Shovel of Hope","Jun-14","","Action","Platform","Yacht Club Games","Yacht Club Games","USA","Multi",7,"No",1,0,10,2,"17%","TR","M",9,1,"11%",8.8,9,9,8,8.7,NA,0,0,0,0,0
"484","SK_Tinked","SK","Tinked Knight","Male","Adult","Adult",0,0,"Human","A","SC","No","Shovel Knight: Shovel of Hope","Jun-14","","Action","Platform","Yacht Club Games","Yacht Club Games","USA","Multi",7,"No",1,0,10,2,"17%","TR","M",9,1,"11%",8.8,9,9,8,8.7,NA,0,0,0,0,0
"485","SK_Treasure","SK","Treasure Knight","Male","Adult","Adult",0,0,"Human","A","SC","No","Shovel Knight: Shovel of Hope","Jun-14","","Action","Platform","Yacht Club Games","Yacht Club Games","USA","Multi",7,"No",1,0,10,2,"17%","TR","M",9,1,"11%",8.8,9,9,8,8.7,NA,0,0,0,0,0
"486","SMO_Bowser","SMO","Bowser","Male","Unknown","Unknown",0,0,"Humanoid","A","MA","No","Super Mario Odyssey","Oct-17","Super Mario","Action-adventure","Action-adventure","Nintendo EDP","Nintendo","JPN","Nintendo Switch",7,"No",1,0,3,2,"40%","SR","M",11,1,"9%",9.7,9.5,10,10,9.8,NA,0,0,0,0,0
"487","SMO_Cappy","SMO","Cappy","Male","Unknown","Unknown",1,0,"Animated Object","P","SK","No","Super Mario Odyssey","Oct-17","Super Mario","Action-adventure","Action-adventure","Nintendo EDP","Nintendo","JPN","Nintendo Switch",7,"No",1,0,3,2,"40%","SR","M",11,1,"9%",9.7,9.5,10,10,9.8,NA,0,0,0,0,0
"488","SMO_Mario","SMO","Mario","Male","Adult","Adult",1,0,"Human","P","PA","No","Super Mario Odyssey","Oct-17","Super Mario","Action-adventure","Action-adventure","Nintendo EDP","Nintendo","JPN","Nintendo Switch",7,"No",1,0,3,2,"40%","SR","M",11,1,"9%",9.7,9.5,10,10,9.8,NA,0,0,0,0,0
"489","SMO_Peach","SMO","Peach","Female","Adult","Adult",0,2,"Human","P","MC","Yes","Super Mario Odyssey","Oct-17","Super Mario","Action-adventure","Action-adventure","Nintendo EDP","Nintendo","JPN","Nintendo Switch",7,"No",1,0,3,2,"40%","SR","M",11,1,"9%",9.7,9.5,10,10,9.8,NA,0,1,1,0,2
"490","SMO_Tiara","SMO","Tiara","Female","Unknown","Unknown",0,2,"Animated Object","P","SC","No","Super Mario Odyssey","Oct-17","Super Mario","Action-adventure","Action-adventure","Nintendo EDP","Nintendo","JPN","Nintendo Switch",7,"No",1,0,3,2,"40%","SR","M",11,1,"9%",9.7,9.5,10,10,9.8,NA,0,1,1,0,2
"491","SSDT_Commander","SSDT","Commander","Male","Adult","Adult",0,0,"Human","A","SC","No","Sekiro: Shadows Die Twice","Mar-19","","Action-adventure","Action-adventure","FromSoftware","Activision","JPN","Multi",18,"No",1,0,7,1,"13%","TR","M",7,0,"0%",9,9,9.5,9,9.1,NA,0,0,0,0,0
"492","SSDT_Emma","SSDT","Emma","Female","Adult","Adult",0,0,"Human","B","SC","No","Sekiro: Shadows Die Twice","Mar-19","","Action-adventure","Action-adventure","FromSoftware","Activision","JPN","Multi",18,"No",1,0,7,1,"13%","TR","M",7,0,"0%",9,9,9.5,9,9.1,NA,0,0,0,0,0
"493","SSDT_Genichiro","SSDT","Genichiro","Male","Adult","Adult",0,0,"Human","A","MA","No","Sekiro: Shadows Die Twice","Mar-19","","Action-adventure","Action-adventure","FromSoftware","Activision","JPN","Multi",18,"No",1,0,7,1,"13%","TR","M",7,0,"0%",9,9,9.5,9,9.1,NA,0,0,0,0,0
"494","SSDT_Isshin","SSDT","Isshin","Male","Elderly","Elderly",0,0,"Human","A","MC","No","Sekiro: Shadows Die Twice","Mar-19","","Action-adventure","Action-adventure","FromSoftware","Activision","JPN","Multi",18,"No",1,0,7,1,"13%","TR","M",7,0,"0%",9,9,9.5,9,9.1,NA,0,0,0,0,0
"495","SSDT_Kuro","SSDT","Kuro Divine Lord","Male","Child","Child",0,1,"Human","P","DA","No","Sekiro: Shadows Die Twice","Mar-19","","Action-adventure","Action-adventure","FromSoftware","Activision","JPN","Multi",18,"No",1,0,7,1,"13%","TR","M",7,0,"0%",9,9,9.5,9,9.1,NA,0,1,0,0,1
"496","SSDT_Owl","SSDT","Owl","Male","Elderly","Elderly",0,0,"Human","B","SC","No","Sekiro: Shadows Die Twice","Mar-19","","Action-adventure","Action-adventure","FromSoftware","Activision","JPN","Multi",18,"No",1,0,7,1,"13%","TR","M",7,0,"0%",9,9,9.5,9,9.1,NA,0,0,0,0,0
"497","SSDT_Sculptor","SSDT","Sculptor","Male","Elderly","Elderly",0,0,"Human","B","SC","No","Sekiro: Shadows Die Twice","Mar-19","","Action-adventure","Action-adventure","FromSoftware","Activision","JPN","Multi",18,"No",1,0,7,1,"13%","TR","M",7,0,"0%",9,9,9.5,9,9.1,NA,0,0,0,0,0
"498","SSDT_Sekiro","SSDT","Sekiro Wolf","Male","Adult","Adult",1,0,"Human","P","PA","No","Sekiro: Shadows Die Twice","Mar-19","","Action-adventure","Action-adventure","FromSoftware","Activision","JPN","Multi",18,"No",1,0,7,1,"13%","TR","M",7,0,"0%",9,9,9.5,9,9.1,NA,0,0,0,0,0
"499","TBOIR_???","TBOIR","???","Male","Child","Child",1,0,"Human","P","MC","No","The Binding of Isaac: Rebirth","Nov-14","","RPG","Roguelike","Nicalis","Nicalis","USA","Multi",16,"No",1,0,7,4,"36%","TR","M",3,0,"0%",8.4,10,9,8,8.9,NA,0,0,0,0,0
"500","TBOIR_Azazel","TBOIR","Azazel","Male","Child","Child",1,0,"Human","P","SC","No","The Binding of Isaac: Rebirth","Nov-14","","RPG","Roguelike","Nicalis","Nicalis","USA","Multi",16,"No",1,0,7,4,"36%","TR","M",3,0,"0%",8.4,10,9,8,8.9,NA,0,0,0,0,0
"501","TBOIR_Cain","TBOIR","Cain","Male","Child","Child",1,0,"Human","P","MC","No","The Binding of Isaac: Rebirth","Nov-14","","RPG","Roguelike","Nicalis","Nicalis","USA","Multi",16,"No",1,0,7,4,"36%","TR","M",3,0,"0%",8.4,10,9,8,8.9,NA,0,0,0,0,0
"502","TBOIR_Eve","TBOIR","Eve","Female","Child","Child",1,0,"Human","P","SC","No","The Binding of Isaac: Rebirth","Nov-14","","RPG","Roguelike","Nicalis","Nicalis","USA","Multi",16,"No",1,0,7,4,"36%","TR","M",3,0,"0%",8.4,10,9,8,8.9,NA,0,0,0,0,0
"503","TBOIR_Isaac","TBOIR","Isaac","Male","Child","Child",1,0,"Human","P","PA","No","The Binding of Isaac: Rebirth","Nov-14","","RPG","Roguelike","Nicalis","Nicalis","USA","Multi",16,"No",1,0,7,4,"36%","TR","M",3,0,"0%",8.4,10,9,8,8.9,NA,0,0,0,0,0
"504","TBOIR_Judas","TBOIR","Judas","Male","Child","Child",1,0,"Human","P","MC","No","The Binding of Isaac: Rebirth","Nov-14","","RPG","Roguelike","Nicalis","Nicalis","USA","Multi",16,"No",1,0,7,4,"36%","TR","M",3,0,"0%",8.4,10,9,8,8.9,NA,0,0,0,0,0
"505","TBOIR_Lazarus","TBOIR","Lazarus","Male","Child","Child",1,0,"Human","P","SC","No","The Binding of Isaac: Rebirth","Nov-14","","RPG","Roguelike","Nicalis","Nicalis","USA","Multi",16,"No",1,0,7,4,"36%","TR","M",3,0,"0%",8.4,10,9,8,8.9,NA,0,0,0,0,0
"506","TBOIR_Magdalene","TBOIR","Magdalene","Female","Child","Child",1,0,"Human","P","MC","No","The Binding of Isaac: Rebirth","Nov-14","","RPG","Roguelike","Nicalis","Nicalis","USA","Multi",16,"No",1,0,7,4,"36%","TR","M",3,0,"0%",8.4,10,9,8,8.9,NA,0,0,0,0,0
"507","TBOIR_Mother","TBOIR","Mother","Female","Adult","Adult",0,0,"Human","A","MA","No","The Binding of Isaac: Rebirth","Nov-14","","RPG","Roguelike","Nicalis","Nicalis","USA","Multi",16,"No",1,0,7,4,"36%","TR","M",3,0,"0%",8.4,10,9,8,8.9,NA,0,0,0,0,0
"508","TBOIR_Samson","TBOIR","Samson","Male","Child","Child",1,0,"Human","P","SC","No","The Binding of Isaac: Rebirth","Nov-14","","RPG","Roguelike","Nicalis","Nicalis","USA","Multi",16,"No",1,0,7,4,"36%","TR","M",3,0,"0%",8.4,10,9,8,8.9,NA,0,0,0,0,0
"509","TBOIR_The","TBOIR","The Lost","Non-binary","Child","Child",1,0,"Human","P","SC","No","The Binding of Isaac: Rebirth","Nov-14","","RPG","Roguelike","Nicalis","Nicalis","USA","Multi",16,"No",1,0,7,4,"36%","TR","M",3,0,"0%",8.4,10,9,8,8.9,NA,0,0,0,0,0
"510","TINGWD_Creator","TINGWD","Creator","Male","Adult","Adult",0,0,"Human","A","SC","No","There is No Game: Wrong Dimension","Aug-20","","Interactive Story","Interactive Story","Draw Me A Pixel","Draw Me A Pixel","FRA","Computer",7,"No",1,1,3,2,"40%","TR","M",6,2,"33%",8.8,NA,NA,9.6,9.2,NA,0,0,0,0,0
"511","TINGWD_Game","TINGWD","Game","Male","Unknown","Unknown",0,0,"Robot","P","DA","No","There is No Game: Wrong Dimension","Aug-20","","Interactive Story","Interactive Story","Draw Me A Pixel","Draw Me A Pixel","FRA","Computer",7,"No",1,1,3,2,"40%","TR","M",6,2,"33%",8.8,NA,NA,9.6,9.2,NA,0,0,0,0,0
"512","TINGWD_GiGi","TINGWD","GiGi","Female","Unknown","Unknown",0,1,"Robot","P","MC","Yes","There is No Game: Wrong Dimension","Aug-20","","Interactive Story","Interactive Story","Draw Me A Pixel","Draw Me A Pixel","FRA","Computer",7,"No",1,1,3,2,"40%","TR","M",6,2,"33%",8.8,NA,NA,9.6,9.2,NA,0,0,1,0,1
"513","TINGWD_Glitch","TINGWD","Glitch","Male","Unknown","Unknown",0,0,"Robot","A","MA","No","There is No Game: Wrong Dimension","Aug-20","","Interactive Story","Interactive Story","Draw Me A Pixel","Draw Me A Pixel","FRA","Computer",7,"No",1,1,3,2,"40%","TR","M",6,2,"33%",8.8,NA,NA,9.6,9.2,NA,0,0,0,0,0
"514","TINGWD_User","TINGWD","User","Non-binary","Unknown","Unknown",1,0,"Human","P","PA","No","There is No Game: Wrong Dimension","Aug-20","","Interactive Story","Interactive Story","Draw Me A Pixel","Draw Me A Pixel","FRA","Computer",7,"No",1,1,3,2,"40%","TR","M",6,2,"33%",8.8,NA,NA,9.6,9.2,NA,0,0,0,0,0
"515","TLOU_Bill","TLOU","Bill","Male","Middle-aged","Middle-aged",0,0,"Human","P","SC","No","The Last of Us","Jun-13","","Action-adventure","Action-adventure","Naughty Dog","Sony Computer Entertainment","USA","PS3",18,"No",1,0,6,3,"33%","TR","M",7,0,"0%",9.5,10,10,8,9.4,NA,0,0,0,0,0
"516","TLOU_David","TLOU","David","Male","Adult","Adult",0,0,"Human","A","SC","No","The Last of Us","Jun-13","","Action-adventure","Action-adventure","Naughty Dog","Sony Computer Entertainment","USA","PS3",18,"No",1,0,6,3,"33%","TR","M",7,0,"0%",9.5,10,10,8,9.4,NA,0,0,0,0,0
"517","TLOU_Ellie","TLOU","Ellie","Female","14","Child",0,0,"Human","P","DA","No","The Last of Us","Jun-13","","Action-adventure","Action-adventure","Naughty Dog","Sony Computer Entertainment","USA","PS3",18,"No",1,0,6,3,"33%","TR","M",7,0,"0%",9.5,10,10,8,9.4,NA,0,0,0,0,0
"518","TLOU_Henry","TLOU","Henry","Male","25","Adult",0,0,"Human","P","SC","No","The Last of Us","Jun-13","","Action-adventure","Action-adventure","Naughty Dog","Sony Computer Entertainment","USA","PS3",18,"No",1,0,6,3,"33%","TR","M",7,0,"0%",9.5,10,10,8,9.4,NA,0,0,0,0,0
"519","TLOU_Joel","TLOU","Joel","Male","52","Middle-aged",1,0,"Human","P","PA","No","The Last of Us","Jun-13","","Action-adventure","Action-adventure","Naughty Dog","Sony Computer Entertainment","USA","PS3",18,"No",1,0,6,3,"33%","TR","M",7,0,"0%",9.5,10,10,8,9.4,NA,0,0,0,0,0
"520","TLOU_Marlene","TLOU","Marlene","Female","Adult","Adult",0,0,"Human","A","MC","No","The Last of Us","Jun-13","","Action-adventure","Action-adventure","Naughty Dog","Sony Computer Entertainment","USA","PS3",18,"No",1,0,6,3,"33%","TR","M",7,0,"0%",9.5,10,10,8,9.4,NA,0,0,0,0,0
"521","TLOU_Sam","TLOU","Sam","Male","13","Child",0,0,"Human","P","SC","No","The Last of Us","Jun-13","","Action-adventure","Action-adventure","Naughty Dog","Sony Computer Entertainment","USA","PS3",18,"No",1,0,6,3,"33%","TR","M",7,0,"0%",9.5,10,10,8,9.4,NA,0,0,0,0,0
"522","TLOU_Tess","TLOU","Tess","Female","Adult","Adult",0,0,"Human","P","SC","No","The Last of Us","Jun-13","","Action-adventure","Action-adventure","Naughty Dog","Sony Computer Entertainment","USA","PS3",18,"No",1,0,6,3,"33%","TR","M",7,0,"0%",9.5,10,10,8,9.4,NA,0,0,0,0,0
"523","TLOU_Tommy","TLOU","Tommy","Male","45","Middle-aged",0,0,"Human","P","SC","No","The Last of Us","Jun-13","","Action-adventure","Action-adventure","Naughty Dog","Sony Computer Entertainment","USA","PS3",18,"No",1,0,6,3,"33%","TR","M",7,0,"0%",9.5,10,10,8,9.4,NA,0,0,0,0,0
"524","TLOU2_Abby","TLOU2","Abby","Female","20","Young adult",1,0,"Human","B","PA","No","The Last of Us Part II","Jun-20","","Action-adventure","Action-adventure","Naughty Dog","Sony Interactive Entertaiment","USA","PS4",18,"No",2,2,6,5,"45%","TR","M",11,2,"18%",9.3,8.5,10,8,9,NA,0,0,0,0,0
"525","TLOU2_Dina","TLOU2","Dina","Female","Young adult","Young adult",0,0,"Human","B","MC","Yes","The Last of Us Part II","Jun-20","","Action-adventure","Action-adventure","Naughty Dog","Sony Interactive Entertaiment","USA","PS4",18,"No",2,2,6,5,"45%","TR","M",11,2,"18%",9.3,8.5,10,8,9,NA,0,0,0,0,0
"526","TLOU2_Ellie","TLOU2","Ellie","Female","19","Young adult",1,0,"Human","B","PA","No","The Last of Us Part II","Jun-20","","Action-adventure","Action-adventure","Naughty Dog","Sony Interactive Entertaiment","USA","PS4",18,"No",2,2,6,5,"45%","TR","M",11,2,"18%",9.3,8.5,10,8,9,NA,0,0,0,0,0
"527","TLOU2_Jesse","TLOU2","Jesse","Male","Young adult","Young adult",0,0,"Human","B","MC","No","The Last of Us Part II","Jun-20","","Action-adventure","Action-adventure","Naughty Dog","Sony Interactive Entertaiment","USA","PS4",18,"No",2,2,6,5,"45%","TR","M",11,2,"18%",9.3,8.5,10,8,9,NA,0,0,0,0,0
"528","TLOU2_Joel","TLOU2","Joel","Male","57","Middle-aged",0,0,"Human","B","MC","No","The Last of Us Part II","Jun-20","","Action-adventure","Action-adventure","Naughty Dog","Sony Interactive Entertaiment","USA","PS4",18,"No",2,2,6,5,"45%","TR","M",11,2,"18%",9.3,8.5,10,8,9,NA,0,0,0,0,0
"529","TLOU2_Lev","TLOU2","Lev","Male","13","Child",0,0,"Human","B","SC","No","The Last of Us Part II","Jun-20","","Action-adventure","Action-adventure","Naughty Dog","Sony Interactive Entertaiment","USA","PS4",18,"No",2,2,6,5,"45%","TR","M",11,2,"18%",9.3,8.5,10,8,9,NA,0,0,0,0,0
"530","TLOU2_Manny","TLOU2","Manny","Male","Adult","Adult",0,0,"Human","B","SC","No","The Last of Us Part II","Jun-20","","Action-adventure","Action-adventure","Naughty Dog","Sony Interactive Entertaiment","USA","PS4",18,"No",2,2,6,5,"45%","TR","M",11,2,"18%",9.3,8.5,10,8,9,NA,0,0,0,0,0
"531","TLOU2_Nora","TLOU2","Nora","Female","Young adult","Young adult",0,0,"Human","B","SC","No","The Last of Us Part II","Jun-20","","Action-adventure","Action-adventure","Naughty Dog","Sony Interactive Entertaiment","USA","PS4",18,"No",2,2,6,5,"45%","TR","M",11,2,"18%",9.3,8.5,10,8,9,NA,0,0,0,0,0
"532","TLOU2_Owen","TLOU2","Owen","Male","23","Young adult",0,0,"Human","B","SC","Yes","The Last of Us Part II","Jun-20","","Action-adventure","Action-adventure","Naughty Dog","Sony Interactive Entertaiment","USA","PS4",18,"No",2,2,6,5,"45%","TR","M",11,2,"18%",9.3,8.5,10,8,9,NA,0,0,0,0,0
"533","TLOU2_Tommy","TLOU2","Tommy","Male","Middle-aged","Middle-aged",0,0,"Human","B","MC","No","The Last of Us Part II","Jun-20","","Action-adventure","Action-adventure","Naughty Dog","Sony Interactive Entertaiment","USA","PS4",18,"No",2,2,6,5,"45%","TR","M",11,2,"18%",9.3,8.5,10,8,9,NA,0,0,0,0,0
"534","TLOU2_Yara","TLOU2","Yara","Female","16","Teenager",0,0,"Human","B","SC","No","The Last of Us Part II","Jun-20","","Action-adventure","Action-adventure","Naughty Dog","Sony Interactive Entertaiment","USA","PS4",18,"No",2,2,6,5,"45%","TR","M",11,2,"18%",9.3,8.5,10,8,9,NA,0,0,0,0,0
